COMUNE,PRO_COM_T,Abitanti,COD_PROV,CC_UTS
Castelvetere in Val Fortore,"062020","1094","62","0"
Cautano,"062021","1981","62","0"
Ceppaloni,"062022","3285","62","0"
Cerreto Sannita,"062023","3747","62","0"
Circello,"062024","2263","62","0"
Grottolella,"064039","1893","64","0"
Guardia Lombardi,"064040","1599","64","0"
Lacedonia,"064041","2170","64","0"
Villalfonsina,"069100","916","69","0"
Villamagna,"069101","2260","69","0"
Villa Santa Maria,"069102","1276","69","0"
Pietraferrazzana,"069103","131","69","0"
Fallo,"069104","120","69","0"
Acquaviva Collecroce,"070001","605","70","0"
Baranello,"070002","2582","70","0"
Bonefro,"070004","1291","70","0"
Busso,"070005","1189","70","0"
Faggiano,"073005","3470","73","0"
Monteleone di Puglia,"071032","977","71","0"
Torano Nuovo,"067042","1552","67","0"
Torricella Sicura,"067043","2572","67","0"
Tossicia,"067045","1289","67","0"
Valle Castellana,"067046","903","67","0"
Campochiaro,"070007","623","70","0"
Campodipietra,"070008","2441","70","0"
Campolieto,"070009","826","70","0"
Casacalenda,"070011","1988","70","0"
Casalciprano,"070012","509","70","0"
Motta Montecorvino,"071034","682","71","0"
Orsara di Puglia,"071035","2604","71","0"
Panni,"071037","740","71","0"
Peschici,"071038","4431","71","0"
Abbateggio,"068001","365","68","0"
Alanno,"068002","3458","68","0"
Bolognano,"068003","1066","68","0"
Brittoli,"068004","268","68","0"
Bussi sul Tirino,"068005","2405","68","0"
Cappelle sul Tavo,"068006","4032","68","0"
Caramanico Terme,"068007","1890","68","0"
Carpineto della Nora,"068008","597","68","0"
Castiglione a Casauria,"068009","766","68","0"
Catignano,"068010","1280","68","0"
Castelbottaccio,"070013","264","70","0"
Castellino del Biferno,"070014","511","70","0"
Castelmauro,"070015","1384","70","0"
Castropignano,"070016","897","70","0"
Cercemaggiore,"070017","3675","70","0"
Cercepiccola,"070018","623","70","0"
Civitacampomarano,"070019","341","70","0"
Colle d'Anchise,"070020","768","70","0"
Colletorto,"070021","1779","70","0"
Montemesola,"073017","3736","73","0"
Monteparano,"073018","2340","73","0"
Pietramontecorvino,"071039","2612","71","0"
Poggio Imperiale,"071040","2609","71","0"
Rignano Garganico,"071041","1958","71","0"
Rocchetta Sant'Antonio,"071042","1767","71","0"
Rodi Garganico,"071043","3571","71","0"
Roseto Valfortore,"071044","1054","71","0"
Civitaquana,"068013","1217","68","0"
Civitella Casanova,"068014","1702","68","0"
Corvara,"068016","225","68","0"
Cugnoli,"068017","1414","68","0"
Elice,"068018","1673","68","0"
Farindola,"068019","1418","68","0"
Lettomanoppello,"068020","2817","68","0"
Duronia,"070022","393","70","0"
Ferrazzano,"070023","3260","70","0"
Fossalto,"070024","1241","70","0"
Gambatesa,"070025","1342","70","0"
Gildone,"070026","767","70","0"
Guardialfiera,"070027","980","70","0"
Guardiaregia,"070028","734","70","0"
Roccaforzata,"073023","1806","73","0"
San Marco la Catola,"071048","925","71","0"
Montebello di Bertona,"068023","940","68","0"
Santa Luce,"050034","1619","50","0"
Fratte Rosa,"041016","913","41","0"
Frontino,"041017","288","41","0"
Frontone,"041018","1230","41","0"
Gradara,"041020","4897","41","0"
Isola del Piano,"041021","555","41","0"
Monte San Martino,"043032","716","43","0"
Muccia,"043034","865","43","0"
Penna San Giovanni,"043035","997","43","0"
Petriolo,"043036","1881","43","0"
Pieve Torina,"043038","1357","43","0"
Pioraco,"043039","1037","43","0"
Poggio San Vicino,"043040","229","43","0"
Sambuca Pistoiese,"047018","1535","47","0"
Chiesina Uzzanese,"047022","4507","47","0"
Abetone Cutigliano,"047023","2033","47","0"
Terricciola,"050036","4498","50","0"
Lunano,"041022","1496","41","0"
Macerata Feltria,"041023","1980","41","0"
Mercatello sul Metauro,"041025","1321","41","0"
Mercatino Conca,"041026","1018","41","0"
Mombaroccio,"041027","2076","41","0"
Mondavio,"041028","3725","41","0"
Montecalvo in Foglia,"041030","2740","41","0"
Monte Cerignone,"041031","653","41","0"
Ripe San Ginesio,"043045","840","43","0"
San Ginesio,"043046","3226","43","0"
Sant'Angelo in Pontano,"043048","1353","43","0"
Monteciccardo,"041032","1629","41","0"
Montecopiolo,"041033","1069","41","0"
Montefelcino,"041034","2567","41","0"
Monte Grimano Terme,"041035","1112","41","0"
Monte Porzio,"041038","2797","41","0"
Peglio,"041041","659","41","0"
Sarnano,"043049","3120","43","0"
Sefro,"043050","436","43","0"
Serrapetrona,"043051","916","43","0"
Serravalle di Chienti,"043052","1050","43","0"
Badia Tedalda,"051003","1030","51","0"
Caprese Michelangelo,"051007","1399","51","0"
Castel Focognano,"051008","3025","51","0"
Petriano,"041045","2784","41","0"
Piandimeleto,"041047","2088","41","0"
Pietrarubbia,"041048","624","41","0"
Piobbico,"041049","1878","41","0"
San Costanzo,"041051","4599","41","0"
San Lorenzo in Campo,"041054","3254","41","0"
Urbisaglia,"043055","2517","43","0"
Ussita,"043056","390","43","0"
Visso,"043057","1032","43","0"
Valfornace,"043058","974","43","0"
Acquasanta Terme,"044001","2635","44","0"
Firenzuola,"048018","4517","48","0"
Gambassi Terme,"048020","4790","48","0"
Castel San Niccolò,"051010","2603","51","0"
Castiglion Fibocchi,"051011","2125","51","0"
Chitignano,"051014","907","51","0"
Chiusi della Verna,"051015","1931","51","0"
Sant'Angelo in Vado,"041057","4006","41","0"
Sant'Ippolito,"041058","1488","41","0"
Sassofeltrio,"041060","1368","41","0"
Serra Sant'Abbondio,"041061","960","41","0"
Tavoleto,"041064","859","41","0"
Acquaviva Picena,"044002","3701","44","0"
Appignano del Tronto,"044005","1722","44","0"
Arquata del Tronto,"044006","1059","44","0"
Carassai,"044010","1005","44","0"
Londa,"048025","1865","48","0"
Marradi,"048026","3014","48","0"
Lucignano,"051021","3472","51","0"
Marciano della Chiana,"051022","3414","51","0"
Montemignaio,"051023","532","51","0"
Castignano,"044012","2682","44","0"
Castorano,"044013","2305","44","0"
Colli del Tronto,"044014","3661","44","0"
Comunanza,"044015","3020","44","0"
Cossignano,"044016","900","44","0"
Force,"044021","1228","44","0"
Maltignano,"044027","2296","44","0"
Massignano,"044029","1643","44","0"
Montaione,"048027","3555","48","0"
Palazzuolo sul Senio,"048031","1127","48","0"
Bagnara di Romagna,"039003","2416","39","0"
Casola Valsenio,"039005","2492","39","0"
Sassocorvaro Auditore,"041071","4890","41","0"
Agugliano,"042001","4791","42","0"
Arcevia,"042003","4325","42","0"
Monsampolo del Tronto,"044031","4563","44","0"
Montalto delle Marche,"044032","1981","44","0"
Montedinove,"044034","506","44","0"
Montefiore dell'Aso,"044036","2001","44","0"
Montegallo,"044038","463","44","0"
Montemonaco,"044044","558","44","0"
Offida,"044054","4893","44","0"
Palmiano,"044056","171","44","0"
Ripatransone,"044063","4142","44","0"
San Godenzo,"048039","1094","48","0"
Pettorano sul Gizio,"066071","1411","66","0"
Pizzoli,"066072","4344","66","0"
Poggio Picenze,"066073","1063","66","0"
Prata d'Ansidonia,"066074","463","66","0"
Prezza,"066076","919","66","0"
Raiano,"066077","2707","66","0"
Rivisondoli,"066078","673","66","0"
Roccacasale,"066079","634","66","0"
Rocca di Botte,"066080","858","66","0"
Rocca di Cambio,"066081","480","66","0"
San Martino in Pensilis,"070069","4694","70","0"
San Massimo,"070070","819","70","0"
San Polo Matese,"070071","471","70","0"
Santa Croce di Magliano,"070072","4199","70","0"
Sant'Angelo Limosano,"070073","340","70","0"
Sant'Elia a Pianisi,"070074","1679","70","0"
Sepino,"070075","1833","70","0"
Spinete,"070076","1219","70","0"
Botrugno,"075009","2694","75","0"
Cannole,"075012","1675","75","0"
Caprarica di Lecce,"075013","2395","75","0"
Carpignano Salentino,"075015","3726","75","0"
Buonabitacolo,"065018","2509","65","0"
Caggiano,"065019","2651","65","0"
Calvanico,"065020","1456","65","0"
Bisegna,"066011","209","66","0"
Bugnara,"066012","1077","66","0"
Cagnano Amiterno,"066013","1260","66","0"
Calascio,"066014","136","66","0"
Campo di Giove,"066015","779","66","0"
Campotosto,"066016","487","66","0"
Canistro,"066017","967","66","0"
Cansano,"066018","240","66","0"
Capestrano,"066019","874","66","0"
Castel di Sasso,"061024","1121","61","0"
Castello del Matese,"061025","1425","61","0"
Castel Morrone,"061026","3738","61","0"
Cervino,"061028","4987","61","0"
Ciorlano,"061030","389","61","0"
Conca della Campania,"061031","1193","61","0"
Dragoni,"061033","2081","61","0"
Fontegreca,"061034","785","61","0"
Formicola,"061035","1435","61","0"
Francolise,"061036","4721","61","0"
Lacco Ameno,"063038","4769","63","0"
Liveri,"063040","1563","63","0"
Campora,"065023","368","65","0"
Cannalonga,"065024","1009","65","0"
Casalbuono,"065026","1143","65","0"
Casaletto Spartano,"065027","1346","65","0"
Capitignano,"066021","637","66","0"
Caporciano,"066022","209","66","0"
Cappadocia,"066023","554","66","0"
Carapelle Calvisio,"066024","86","66","0"
Castel del Monte,"066026","444","66","0"
Castel di Ieri,"066027","303","66","0"
Castellafiume,"066029","1073","66","0"
Gallo Matese,"061038","540","61","0"
Galluccio,"061039","2059","61","0"
Giano Vetusto,"061040","660","61","0"
Gioia Sannitica,"061041","3469","61","0"
Letino,"061044","666","61","0"
Liberi,"061045","1104","61","0"
Caselle in Pittari,"065029","1894","65","0"
Castelcivita,"065030","1564","65","0"
Castelnuovo Cilento,"065032","2840","65","0"
Castelnuovo di Conza,"065033","602","65","0"
Castel San Lorenzo,"065035","2313","65","0"
Castiglione del Genovesi,"065036","1325","65","0"
Castelvecchio Calvisio,"066030","127","66","0"
Castelvecchio Subequo,"066031","870","66","0"
Cerchio,"066033","1571","66","0"
Civita d'Antino,"066034","966","66","0"
Civitella Alfedena,"066035","283","66","0"
Civitella Roveto,"066036","3144","66","0"
Cocullo,"066037","212","66","0"
Collarmele,"066038","871","66","0"
Marzano Appio,"061050","2127","61","0"
Mignano Monte Lungo,"061051","3074","61","0"
Pastorano,"061055","3015","61","0"
Piana di Monte Verna,"061056","2256","61","0"
Pietramelara,"061058","4604","61","0"
Pietravairano,"061059","2912","61","0"
San Paolo Bel Sito,"063069","3383","63","0"
Celle di Bulgheria,"065038","1804","65","0"
Ceraso,"065040","2301","65","0"
Cetara,"065041","2061","65","0"
Cicerale,"065042","1208","65","0"
Colliano,"065043","3521","65","0"
Conca dei Marini,"065044","675","65","0"
Controne,"065045","806","65","0"
Contursi Terme,"065046","3312","65","0"
Corbara,"065047","2525","65","0"
Corleto Monforte,"065048","528","65","0"
Collelongo,"066039","1148","66","0"
Collepietro,"066040","217","66","0"
Corfinio,"066041","1012","66","0"
Fagnano Alto,"066042","380","66","0"
Fontecchio,"066043","310","66","0"
Fossa,"066044","704","66","0"
Gagliano Aterno,"066045","251","66","0"
Gioia dei Marsi,"066046","1742","66","0"
Goriano Sicoli,"066047","526","66","0"
Introdacqua,"066048","2059","66","0"
Pontelatone,"061061","1626","61","0"
Prata Sannita,"061063","1436","61","0"
Pratella,"061064","1491","61","0"
Presenzano,"061065","1789","61","0"
Raviscanina,"061066","1265","61","0"
Riardo,"061068","2330","61","0"
Rocca d'Evandro,"061069","3088","61","0"
Roccamonfina,"061070","3340","61","0"
Serrara Fontana,"063078","3110","63","0"
Tufino,"063085","3574","63","0"
Cuccaro Vetere,"065049","555","65","0"
Felitto,"065051","1213","65","0"
Furore,"065053","747","65","0"
Futani,"065054","1126","65","0"
Lecce nei Marsi,"066050","1587","66","0"
Lucoli,"066052","910","66","0"
Magliano de' Marsi,"066053","3601","66","0"
Roccaromana,"061071","843","61","0"
Rocchetta e Croce,"061072","455","61","0"
Ruviano,"061073","1729","61","0"
San Gregorio Matese,"061076","912","61","0"
San Pietro Infine,"061079","883","61","0"
San Potito Sannitico,"061080","1959","61","0"
Visciano,"063088","4362","63","0"
Aiello del Sabato,"064001","4034","64","0"
Altavilla Irpina,"064002","4123","64","0"
Andretta,"064003","1765","64","0"
Aquilonia,"064004","1580","64","0"
Gioi,"065057","1190","65","0"
Giungano,"065058","1306","65","0"
Ispani,"065059","1001","65","0"
Laureana Cilento,"065060","1191","65","0"
Laurino,"065061","1376","65","0"
Laurito,"065062","745","65","0"
Laviano,"065063","1378","65","0"
Lustra,"065064","1033","65","0"
Magliano Vetere,"065065","644","65","0"
Minori,"065068","2679","65","0"
Moio della Civitella,"065069","1874","65","0"
Massa d'Albe,"066054","1409","66","0"
Molina Aterno,"066055","370","66","0"
Montereale,"066056","2329","66","0"
Morino,"066057","1388","66","0"
Navelli,"066058","531","66","0"
Ocre,"066059","1126","66","0"
Ofena,"066060","445","66","0"
Opi,"066061","393","66","0"
Oricola,"066062","1272","66","0"
Santa Maria la Fossa,"061084","2597","61","0"
Sant'Angelo d'Alife,"061086","2193","61","0"
Tora e Piccilli,"061093","839","61","0"
Bagnoli Irpino,"064009","3111","64","0"
Baiano,"064010","4616","64","0"
Bisaccia,"064011","3719","64","0"
Bonito,"064012","2320","64","0"
Cairano,"064013","297","64","0"
Calabritto,"064014","2314","64","0"
Montano Antilia,"065070","1912","65","0"
Montecorice,"065071","2631","65","0"
Monteforte Cilento,"065074","536","65","0"
Monte San Giacomo,"065075","1507","65","0"
Morigerati,"065077","623","65","0"
Castelliri,"060020","3332","60","0"
Castelnuovo Parano,"060021","870","60","0"
Castrocielo,"060022","3911","60","0"
Castro dei Volsci,"060023","4640","60","0"
Colfelice,"060027","1868","60","0"
Valle Agricola,"061096","804","61","0"
Valle di Maddaloni,"061097","2697","61","0"
Falciano del Massico,"061101","3492","61","0"
Amorosi,"062002","2702","62","0"
Calitri,"064015","4453","64","0"
Candida,"064016","1105","64","0"
Caposele,"064017","3370","64","0"
Capriglia Irpina,"064018","2340","64","0"
Carife,"064019","1357","64","0"
Casalbore,"064020","1693","64","0"
Cassano Irpino,"064021","918","64","0"
Castel Baronia,"064022","1096","64","0"
Castelfranci,"064023","1924","64","0"
Castelvetere sul Calore,"064024","1564","64","0"
Cesinali,"064026","2631","64","0"
Novi Velia,"065080","2321","65","0"
Ogliastro Cilento,"065081","2270","65","0"
Oliveto Citra,"065083","3702","65","0"
Omignano,"065084","1646","65","0"
Orria,"065085","1022","65","0"
Ottati,"065086","644","65","0"
Palomonte,"065089","3904","65","0"
Albi,"079002","870","79","0"
Amaroni,"079003","1773","79","0"
Amato,"079004","796","79","0"
Andali,"079005","690","79","0"
Argusto,"079007","482","79","0"
Castronovo di Sicilia,"082025","2944","82","0"
Cefalà Diana,"082026","997","82","0"
Chiusa Sclafani,"082029","2682","82","0"
Ciminna,"082030","3560","82","0"
Badolato,"079008","2912","79","0"
Belcastro,"079009","1271","79","0"
Caraffa di Catanzaro,"079017","1793","79","0"
Cardinale,"079018","1975","79","0"
Carlopoli,"079020","1467","79","0"
Maropati,"080046","1419","80","0"
Martone,"080047","510","80","0"
Melicuccà,"080048","863","80","0"
Melicucco,"080049","4982","80","0"
Molochio,"080051","2392","80","0"
Monasterace,"080052","3627","80","0"
Mirto,"083051","927","83","0"
Mistretta,"083052","4554","83","0"
Moio Alcantara,"083053","687","83","0"
Monforte San Giorgio,"083054","2634","83","0"
Mongiuffi Melia,"083055","564","83","0"
Montagnareale,"083056","1489","83","0"
Montalbano Elicona,"083057","2118","83","0"
Motta Camastra,"083058","819","83","0"
Motta d'Affermo,"083059","685","83","0"
Naso,"083060","3623","83","0"
Collesano,"082032","3858","82","0"
Contessa Entellina,"082033","1608","82","0"
Cenadi,"079024","518","79","0"
Centrache,"079025","378","79","0"
Cerva,"079027","1152","79","0"
Cicala,"079030","909","79","0"
Conflenti,"079033","1352","79","0"
Cortale,"079034","1976","79","0"
Palizzi,"080056","2313","80","0"
Pazzano,"080058","520","80","0"
Placanica,"080059","1111","80","0"
Platì,"080060","3768","80","0"
Portigliola,"080062","1114","80","0"
Nizza di Sicilia,"083061","3628","83","0"
Novara di Sicilia,"083062","1251","83","0"
Oliveri,"083063","2105","83","0"
Pagliara,"083065","1139","83","0"
Pettineo,"083067","1274","83","0"
Piraino,"083068","3868","83","0"
Raccuja,"083069","924","83","0"
Reitano,"083070","749","83","0"
Roccafiorita,"083071","187","83","0"
Roccalumera,"083072","4073","83","0"
Geraci Siculo,"082037","1765","82","0"
Giardinello,"082038","2306","82","0"
Giuliana,"082039","1802","82","0"
Godrano,"082040","1122","82","0"
Gratteri,"082041","905","82","0"
Isnello,"082042","1418","82","0"
Lascari,"082044","3647","82","0"
Cropani,"079036","4790","79","0"
Decollatura,"079043","3039","79","0"
Falerna,"079047","3907","79","0"
Feroleto Antico,"079048","2014","79","0"
Fossato Serralta,"079052","581","79","0"
Gagliato,"079055","447","79","0"
Gasperina,"079056","2036","79","0"
Riace,"080064","2142","80","0"
Roccaforte del Greco,"080066","404","80","0"
Roccavaldina,"083073","1056","83","0"
Roccella Valdemone,"083074","597","83","0"
Rodì Milici,"083075","1986","83","0"
San Fratello,"083078","3466","83","0"
San Marco d'Alunzio,"083079","1864","83","0"
San Pier Niceto,"083080","2706","83","0"
San Piero Patti,"083081","2723","83","0"
San Salvatore di Fitalia,"083082","1219","83","0"
Mezzojuso,"082047","2797","82","0"
Montemaggiore Belsito,"082051","3151","82","0"
Palazzo Adriano,"082052","1928","82","0"
Gimigliano,"079058","3167","79","0"
Guardavalle,"079061","4410","79","0"
Isca sullo Ionio,"079063","1554","79","0"
Jacurso,"079065","596","79","0"
Magisano,"079068","1167","79","0"
Roghudi,"080068","972","80","0"
Samo,"080070","763","80","0"
San Giorgio Morgeto,"080071","3023","80","0"
San Giovanni di Gerace,"080072","435","80","0"
San Lorenzo,"080073","2480","80","0"
Santa Domenica Vittoria,"083083","894","83","0"
Sant'Alessio Siculo,"083085","1508","83","0"
Santa Lucia del Mela,"083086","4543","83","0"
Santa Marina Salina,"083087","875","83","0"
Sant'Angelo di Brolo,"083088","2912","83","0"
San Teodoro,"083090","1313","83","0"
Santo Stefano di Camastra,"083091","4575","83","0"
Saponara,"083092","3820","83","0"
Savoca,"083093","1732","83","0"
Scaletta Zanclea,"083094","1958","83","0"
Maida,"079069","4643","79","0"
Marcedusa,"079071","406","79","0"
Marcellinara,"079072","2213","79","0"
Martirano,"079073","857","79","0"
Martirano Lombardo,"079074","1016","79","0"
Miglierina,"079077","725","79","0"
Montauro,"079080","1751","79","0"
Motta Santa Lucia,"079083","811","79","0"
San Luca,"080074","3633","80","0"
