PRO_COM_T,Abitanti
019013,548
019014,423
019015,2324
019016,3817
019017,1876
019018,1145
019019,520
019020,1837
019021,15481
019022,1633
019023,573
019024,450
019025,9454
019026,5671
019027,307
019028,479
019029,2280
019030,901
019031,1195
019032,1075
019033,1359
019034,1569
019035,34606
019036,72672
019037,1730
019038,643
019039,433
019040,302
019041,3809
019043,1219
019044,1046
019045,881
019046,1920
019047,1144
019048,1336
019049,627
019050,1511
019051,1730
019052,2697
019053,1139
019054,1968
019055,2818
019056,1718
019057,2084
019058,2279
019059,2491
019060,750
019061,837
019062,6100
019063,927
019064,2825
019065,1404
019066,3826
019067,9011
019068,3383
019069,1518
019070,609
019072,2527
019073,1130
019074,1269
019075,1597
019076,6385
019077,1441
019078,894
019079,1773
019080,1001
019081,3417
019082,526
019083,1869
019084,8177
019085,2287
019086,3169
019087,1151
019088,2182
019089,1319
019090,1910
019091,406
019092,1347
019093,545
019094,3542
019095,3266
019096,940
019097,7601
019098,8857
019099,3127
019100,1491
019101,616
019102,6882
019103,1502
019104,420
019105,473
019106,458
019107,2079
019108,592
019109,2809
019110,1688
019111,3655
019112,4527
019113,3891
019114,487
019115,340
019116,3959
020001,2815
020002,10057
020003,5869
020007,4168
020008,4292
020010,2232
020011,2755
020012,1517
020013,3259
020014,4541
020015,12674
020016,5237
020017,23822
020018,3809
020019,2561
020020,1113
020021,14990
020022,3373
020024,3019
020025,2190
020026,10134
020027,8908
020028,6000
020029,1475
020030,49440
020031,6451
020032,808
020033,7781
020034,4128
020035,5427
020036,4977
020037,2522
020038,6562
020039,7011
020041,1725
020042,6542
020043,1700
020044,2327
020045,16653
020046,1124
020047,5418
020048,1240
020050,2474
020051,5309
020052,6957
020053,8689
020054,4124
020055,6890
020056,1520
020057,11880
020058,1247
020059,1678
020060,1132
020061,7259
020062,1471
020063,2686
020064,2048
020065,21294
020066,20056
020068,2149
020070,7330
020071,14804
020072,5491
020073,1928
021001,1656
021002,1038
021003,395
021004,14932
021005,780
021006,3471
021007,1754
021008,107407
021009,654
021010,2252
021011,22572
021012,2783
021013,16774
021014,386
021015,8085
021016,2667
021017,5517
021018,2286
021019,6881
021020,1544
021021,2927
021022,5219
021023,3421
021024,2219
021025,653
021026,1376
021027,2386
021028,3346
021029,5463
021030,2860
021031,3616
021032,1005
021033,2571
021034,3298
021035,1751
021036,905
021037,5198
021038,5025
021039,2746
021040,18029
021041,12467
021042,4094
021043,338
021044,1555
021045,1281
021046,5287
021047,3118
021048,2814
021049,829
021050,1694
021051,41170
021052,2919
021053,1714
021054,2066
021055,1979
021056,5889
021057,3245
021058,1999
021059,3977
021060,3875
021061,4864
021062,3815
021063,1598
021064,737
021065,191
021066,1903
021067,3646
021068,545
021069,256
021070,4538
021071,2911
021072,7966
021073,1394
021074,3161
021075,1262
021076,3807
021077,3349
021079,3074
021080,3569
021081,3879
021082,1754
021083,3244
021084,1541
021085,2015
021086,7160
021087,2916
021088,1421
021089,2586
021091,1245
021092,1879
021093,6242
021094,1839
021095,1150
021096,1759
021097,4538
021098,3438
021099,1994
021100,1010
021101,2443
021102,1056
021103,958
021104,2911
021105,1050
021106,3170
021107,3090
021108,6015
021109,2325
021110,3324
021111,4794
021112,973
021113,1602
021114,1825
021115,7044
021116,2988
021117,1398
021118,760
022001,8808
022002,1485
022003,3148
022005,1124
022006,17927
022007,4119
022009,5087
022011,1482
022013,2709
022015,431
022017,1535
022018,386
022021,657
022022,6998
022025,4012
022026,254
022029,684
022032,1352
022033,1098
022034,3830
022035,1981
022036,707
022037,1519
022038,1477
022039,1881
022040,584
022042,959
022043,526
022045,221
022047,2319
022048,1182
022049,1057
022050,4112
022051,1107
022052,542
022053,3016
022054,234
022058,694
022059,352
022060,305
022061,4090
022062,7031
022064,996
022068,679
022071,425
022074,1240
022078,585
022079,5117
022081,912
022083,1075
022085,487
022087,3161
022089,1319
022090,338
022091,400
022092,2519
022093,742
022095,2136
022097,1173
022098,2765
022102,1176
022103,9113
022104,8133
022106,801
022108,877
022109,260
022110,2217
022112,141
022113,585
022114,893
022115,1589
022116,5539
022117,7311
022118,2626
022120,1111
022123,9993
022124,2852
022127,2068
022128,1343
022129,1099
022130,790
022131,834
022133,164
022134,827
022135,994
022136,1836
022137,785
022138,402
022139,21548
022142,637
022143,3041
022144,2468
022147,4528
022150,1343
022153,17602
022155,1408
022156,2911
022157,457
022159,438
022160,1645
022161,40285
022162,407
022163,810
022164,180
022165,556
022167,3904
022168,1116
022169,912
022170,796
022171,1400
022172,1422
022173,372
022176,683
022177,802
022179,1252
022180,1276
022181,700
022182,1205
022183,4579
022184,592
022188,1916
022189,592
022190,1045
022191,2012
022193,699
022195,642
022196,2999
022199,3660
022200,1310
022202,676
022203,1479
022205,118902
022209,462
022210,1365
022213,1820
022216,172
022222,3801
022224,3023
022226,1770
022228,2934
022229,5274
022230,6668
022231,1568
022232,1150
022233,2110
022234,1443
022235,1610
022236,5077
022237,541
022238,1994
022239,712
022240,3309
022241,2338
022242,1388
022243,2902
022244,1792
022245,5363
022246,2912
022247,1395
022248,5103
022249,4801
022250,3561
022251,3055
022252,2482
022253,3618
022254,2569
023001,2366
023002,5246
023003,2315
023004,6354
023005,2606
023006,7207
023007,3261
023008,1714
023009,1990
023010,1375
023011,3561
023012,16142
023013,1343
023014,2484
023015,20361
023016,7035
023017,7922
023018,8615
023019,5572
023020,3663
023021,11958
023022,13388
023023,6026
023024,1492
023025,16693
023026,2508
023027,8514
023028,8736
023029,1089
023030,3902
023031,2603
023032,1896
023033,770
023034,250
023035,4115
023036,4111
023037,5257
023038,10838
023039,5233
023040,11538
023041,3248
023042,8561
023043,7028
023044,25570
023045,3689
023046,3153
023047,2530
023048,4562
023049,4322
023050,9016
023051,7978
023052,17046
023053,8437
023054,3735
023055,10291
023056,1252
023057,3143
023058,17476
023059,10930
023060,7265
023061,2516
023062,2202
023063,3772
023064,5956
023065,2634
023066,1597
023067,2096
023068,3822
023069,21536
023070,5008
023071,25351
023072,4119
023073,15818
023074,572
023075,3030
023076,12932
023077,11987
023078,2540
023079,1414
023080,894
023081,7149
023082,14835
023083,17711
023084,3005
023085,2150
023086,3071
023087,4909
023088,2763
023089,15758
023090,757
023091,259608
023092,5127
023093,2559
023094,10326
023095,5815
023096,33501
023097,15353
023098,4865
024001,1392
024002,2013
024003,1599
024004,11935
024005,2172
024006,7823
024007,3091
024008,25577
024009,6470
024010,883
024012,43477
024013,6437
024014,8562
024015,6648
024016,3189
024017,4009
024018,11337
024019,2492
024020,1324
024021,11235
024022,1682
024024,3579
024025,3801
024026,15040
024027,2893
024028,6216
024029,12692
024030,2489
024032,3136
024034,11903
024035,7703
024036,11347
024037,1308
024038,13906
024039,1583
024040,3787
024041,680
024042,2380
024043,3432
024044,832
024046,4285
024047,3767
024048,10331
024049,124
024050,191
024051,5609
024052,16431
024053,3623
024055,14800
024056,9532
024057,14105
024060,6496
024061,23394
024062,5020
024063,2804
024064,3404
024065,1811
024066,2848
024067,9055
024068,3069
024070,7615
024071,3110
024072,1207
024073,4943
024074,9015
024075,3051
024076,728
024077,2173
024078,8237
024079,4260
024080,558
024081,3113
024082,2789
024083,5825
024084,6204
024085,4228
024086,14306
024087,14642
024088,8130
024089,651
024090,1026
024091,8322
024094,1604
024095,5660
024096,3618
024097,5301
024098,6726
024099,2648
024100,38981
024101,1864
024102,4260
024103,7559
024104,12840
024105,24268
024106,519
024107,5872
024108,11732
024110,8737
024111,26075
024112,1245
024113,3091
024115,2294
024116,111764
024117,1895
024118,6139
024119,6624
024120,1387
024121,786
024122,6829
024123,3081
024124,6388
024125,5058
024126,5977
024127,4655
025001,4080
025002,2761
025003,1166
025004,2237
025005,3222
025006,35872
025007,820
025008,1928
025010,1260
025011,3969
025012,1297
025013,378
025014,349
025015,2135
025016,5735
025017,442
025018,2347
025019,1864
025021,20564
025022,3128
025023,1096
025025,562
025026,2791
025027,1069
025029,5328
025030,1298
025032,556
025033,1296
025035,268
025036,4377
025037,356
025039,3729
025040,8141
025043,615
025044,1196
025045,1588
025046,387
025047,1583
025048,6727
025049,612
025050,2474
025051,1929
025053,10204
025054,493
025055,2429
025056,3127
025057,365
025058,1357
025059,1742
025060,1306
025062,485
025063,1870
025065,1395
025066,841
025067,834
025069,197
025070,3161
025071,5180
025072,6791
025073,3022
025074,13641
026001,7006
026002,4548
026003,9101
026004,5942
026005,7696
026006,7922
026007,4705
026008,11318
026009,13157
026010,11409
026011,2298
026012,33564
026013,7273
026014,2908
026015,3884
026016,3671
026017,3399
026018,2636
026019,5299
026020,5128
026021,35276
026022,6931
026023,6281
026025,6107
026026,8622
026027,3715
026028,5666
026029,6011
026030,2854
026031,6043
026032,5198
026033,5970
026034,4065
026035,9141
026036,9356
026037,5030
026038,9640
026039,5150
026040,9363
026041,2946
026042,3225
026043,27824
026044,4403
026045,1319
026046,31459
026047,4458
026048,2809
026049,10852
026050,6577
026051,20645
026052,4492
026053,3867
026055,22068
026056,7375
026057,11955
026058,8311
026059,13034
026060,750
026061,2206
026062,5178
026063,17158
026064,9966
026065,1688
026066,9454
026067,2121
026068,11037
026069,14684
026070,6656
026071,13012
026072,6950
026073,5141
026074,4916
026075,9178
026076,9942
026077,7381
026078,3038
026079,1865
026080,6169
026081,10221
026082,12417
026083,11832
026084,4270
026085,10752
026086,85760
026087,10259
026088,6930
026089,16737
026090,3671
026091,17946
026092,27980
026093,10177
026094,1797
026095,11537
026096,6631
027001,3825
027002,7234
027003,10744
027004,13168
027005,11476
027006,13348
027007,6131
027008,48971
027009,3198
027010,2921
027011,10370
027012,15079
027013,12224
027014,8485
027015,4149
027016,5933
027017,7020
027018,2771
027019,26529
027020,17681
027021,21544
027022,6329
027023,38553
027024,27371
027025,11435
027026,16199
027027,7017
027028,12352
027029,24912
027030,4680
027031,8081
027032,12982
027033,41992
027034,11865
027035,17644
027036,12896
027037,19070
027038,28103
027039,7666
027040,2273
027041,4786
027042,259150
027043,9968
027044,13538
028001,20274
028002,3213
028003,26540
028004,4248
028005,1842
028006,2108
028007,4859
028008,3458
028009,3086
028010,621
028011,3900
028012,2434
028013,8902
028014,3503
028015,7076
028016,16113
028017,14843
028018,2647
028019,12041
028020,5687
028021,2294
028022,1508
028023,7586
028026,4600
028027,4811
028028,5384
028029,1463
028030,5714
028031,1973
028032,20175
028033,6399
028034,10177
028035,5140
028036,7192
028037,16189
028038,8014
028039,7145
028040,4363
028041,4278
028042,4556
028043,1991
028044,9186
028045,8051
028046,7646
028047,3030
028048,9171
028049,1776
028050,6088
028052,1842
028053,2566
028054,11610
028055,17385
028056,8937
028057,11573
028058,11570
028059,5596
028060,212395
028061,3818
028062,1260
028063,11117
028064,9520
028065,20169
028066,3343
028067,2407
028068,3736
028069,13496
028070,3534
028071,4911
028072,16689
028073,4907
028075,10217
028076,6402
028077,13152
028078,4434
028079,3063
028080,7258
028082,7288
028083,2562
028084,1937
028085,10469
028086,23207
028087,6924
028088,4134
028089,9038
028090,2669
028091,8343
028092,6142
028093,12998
028094,4334
028095,2078
028096,4765
028097,1766
028098,916
028099,13063
028100,23126
028101,5604
028102,2179
028103,10476
028104,6167
028105,3279
028106,8992
028107,7014
029001,19159
029002,4193
029003,2667
029004,10125
029005,1203
029006,2506
029007,1455
029008,686
029009,2670
029010,870
029011,1542
029012,4051
029013,2647
029014,1599
029015,3510
029017,2305
029018,2486
029019,1761
029021,2305
029022,3940
029023,1400
029024,2582
029025,981
029026,1517
029027,2074
029028,1121
029029,11550
029030,3392
029031,3415
029032,1734
029033,12092
029034,1433
029035,1528
029036,1135
029037,3824
029038,2191
029039,9415
029040,6294
029041,51049
029042,1115
029043,1067
029044,3848
029045,3153
029046,8135
029047,2625
029048,4929
029049,1140
029050,1976
029051,898
029052,14093
030001,2211
030002,849
030003,959
030004,3225
030005,2068
030006,2885
030007,1710
030008,3428
030009,5290
030010,2418
030011,1821
030012,710
030013,6435
030014,3930
030015,1577
030016,7872
030018,2775
030019,2862
030020,3746
030021,987
030022,667
030023,13781
030024,651
030025,621
030026,11095
030027,16098
030028,2179
030029,461
030030,3117
030031,2123
030032,2287
030033,157
030034,102
030035,1313
030036,2829
030037,6120
030039,1102
030040,551
030041,910
030042,572
030043,10778
030044,4684
030045,313
030046,13372
030047,678
030048,3709
030049,6837
030051,607
030052,2303
030053,5911
030054,908
030055,6409
030056,1782
030057,6875
030058,2574
030059,1676
030060,1653
030061,496
030062,4909
030063,2470
030064,2454
030065,2643
030066,2858
030067,1835
030068,5120
030069,2934
030070,5447
030071,2056
030072,9418
030073,2457
030074,5510
030075,2440
030076,1348
030077,2526
030078,5474
030079,6953
030080,3589
030081,880
030082,1457
030083,4019
030084,250
030085,740
030086,876
030087,2834
030088,501
030089,450
030090,4837
030091,6173
030092,944
030093,284
030094,395
030095,2392
030097,1995
030098,2859
030099,8010
030100,7432
030101,6096
030102,1069
030103,2113
030104,2314
030105,1248
030106,1703
030107,394
030108,361
030109,3745
030110,883
030111,327
030112,1267
030113,565
030114,3966
030116,8919
030117,4140
030118,14865
030120,2791
030121,10090
030122,2085
030123,2714
030124,2171
030126,1703
030127,7693
030128,1595
030129,99051
030130,2710
030131,1998
030132,875
030133,2200
030135,794
030136,570
030137,1740
030138,1136
030188,6229
030189,1315
030190,6283
030191,710
031001,1641
031002,7297
031003,1351
031004,329
031005,1674
031006,3040
031007,34034
031008,6414
031009,8054
031010,1477
031011,977
031012,28816
031013,710
031014,1552
031015,3704
031016,11937
031017,2181
031018,6169
031019,755
031020,1536
031021,1989
031022,1701
031023,7326
031024,2857
031025,1685
032001,8426
032002,863
032003,13013
032004,5710
032005,2030
032006,203234
033001,2002
033002,4697
033003,954
033004,2685
033005,3548
033006,8046
033007,5971
033008,2410
033010,4842
033011,7669
033012,4563
033013,13915
033014,5234
033015,120
033016,846
033017,573
033018,4670
033019,1148
033020,1157
033021,15170
033022,2121
033023,5717
033024,4578
033025,2228
033026,3889
033027,5197
033028,948
033030,463
033032,104315
033033,2206
033034,596
033035,9196
033036,4694
033037,6535
033038,7046
033039,12263
033040,5654
033041,836
033042,2917
033043,2141
033044,2053
033045,4200
033046,1698
033047,69
033048,2497
033049,2959
034001,2125
034002,2119
034003,3288
034004,2002
034005,681
034006,6787
034007,6875
034008,2105
034009,14713
034010,9127
034011,1089
034012,1787
034013,9138
034014,27204
034015,7092
034016,5687
034017,5996
034018,10601
034019,5074
034020,10874
034022,858
034023,11160
034024,3557
034025,13040
034026,1085
034027,198292
034028,983
034030,2923
034031,5716
034032,19953
034033,5822
034035,1717
034036,4830
034038,1197
034039,2117
034040,916
034041,7751
034042,9582
034044,528
034045,2616
034046,1178
034049,7820
034050,3205
034051,12720
035001,8836
035002,9784
035003,3225
035004,10193
035005,5331
035006,5636
035008,10779
035009,5726
035010,5298
035011,3956
035012,19062
035013,4400
035014,15421
035015,8516
035016,10479
035017,9848
035018,3729
035020,25291
035021,6641
035022,5800
035023,6366
035024,14944
035026,8703
035027,10517
035028,13509
035029,7283
035030,13219
035032,9141
035033,172124
035034,6028
035035,4002
035036,14823
035037,8201
035038,6308
035039,11309
035040,25896
035041,4329
035042,1802
035043,4273
035044,3332
035045,3609
035046,4082
036001,4239
036002,10199
036003,8724
036004,3216
036005,72627
036006,33058
036007,15097
036008,11311
036009,7007
036010,8302
036011,2970
036012,15214
036013,17148
036014,1206
036015,34546
036016,1849
036017,3929
036018,2668
036019,17652
036020,5283
036021,6246
036022,24091
036023,186830
036024,916
036025,2129
036026,3286
036027,16112
036028,10005
036029,2076
036030,18046
036031,2299
036032,1605
036033,3753
036034,6210
036035,685
036036,6558
036037,10844
036038,3500
036039,6046
036040,40834
036041,9289
036042,8528
036043,2458
036044,15567
036045,12826
036046,25717
036047,4591
037001,12389
037002,9769
037003,7254
037005,5715
037006,390625
037007,3273
037008,18545
037009,13392
037010,1843
037011,36685
037012,3422
037013,1854
037014,1208
037015,3371
037016,4534
037017,6586
037019,18622
037020,20967
037021,15686
037022,5448
037024,13784
037025,6629
037026,1955
037027,4899
037028,5532
037030,12369
037031,3892
037032,70000
037033,2183
037034,4381
037035,9107
037036,6831
037037,16835
037038,8897
037039,15677
037040,3704
037041,6213
037042,10795
037044,6386
037045,4739
037046,13928
037047,17625
037048,7163
037050,8471
037051,4174
037052,9035
037053,28254
037054,32792
037055,12664
037056,7473
037057,14953
037059,7736
037060,19095
037061,31498
037062,6949
038001,21365
038003,14065
038004,35449
038005,11541
038006,22105
038007,16071
038008,132195
038010,2753
038011,4785
038012,2300
038014,6633
038017,5849
038018,9884
038019,11590
038022,7620
038023,3679
038025,3642
038027,8634
038028,9950
038029,7770
038030,6960
039001,11808
039002,16687
039003,2416
039004,7358
039005,2492
039006,9599
039007,28789
039008,9709
039009,7375
039010,58953
039011,8150
039012,32287
039013,10520
039014,158058
039015,5693
039016,12299
039017,2935
039018,4506
040001,5760
040003,11005
040004,2902
040005,6346
040007,97190
040008,25971
040009,3719
040011,1575
040012,118000
040013,13260
040014,2446
040015,10719
040016,9202
040018,7195
040019,10013
040020,6891
040022,4435
040028,1726
040031,734
040032,6244
040033,723
040036,1815
040037,3383
040041,12062
040043,4080
040044,3372
040045,17948
040046,3181
040049,1152
040050,1784
041001,4292
041002,1787
041005,742
041006,552
041007,8366
041008,2128
041009,1649
041010,7983
041013,60728
041014,8407
041015,9286
041016,913
041017,288
041018,1230
041019,5715
041020,4897
041021,555
041022,1496
041023,1980
041025,1321
041026,1018
041027,2076
041028,3725
041029,14340
041030,2740
041031,653
041032,1629
041033,1069
041034,2567
041035,1112
041036,6930
041038,2797
041041,659
041043,6012
041044,95203
041045,2784
041047,2088
041048,624
041049,1878
041051,4599
041054,3254
041057,4006
041058,1488
041060,1368
041061,960
041064,859
041065,7900
041066,6927
041067,14106
041068,15029
041069,12336
041070,5196
041071,4890
042001,4791
042002,100282
042003,4325
042004,1303
042005,2146
042006,7174
042007,2547
042008,5042
042010,18658
042011,1592
042012,3514
042013,3544
042014,14670
042015,4889
042016,4485
042017,30167
042018,25912
042019,9222
042020,1699
042021,39995
042022,12913
042023,6191
042024,1016
042025,3326
042026,1886
042027,9902
042029,3068
042030,6825
042031,1826
042032,3780
042033,2039
042034,35155
042035,6544
042036,3178
042037,660
042038,4607
042040,1948
042041,2000
042042,923
042043,4109
042044,6991
042045,44659
042046,3720
042047,2671
042048,4101
042049,2192
042050,7563
043002,2126
043003,4121
043004,1852
043005,143
043006,1714
043007,6676
043008,517
043009,4453
043010,248
043011,458
043012,9962
043013,42524
043014,1219
043015,15154
043016,1930
043017,644
043019,1313
043020,595
043021,762
043022,2263
043023,41163
043024,9521
043025,4485
043026,6968
043027,111
043028,7353
043029,3401
043030,3472
043031,7704
043032,716
043033,10026
043034,865
043035,997
043036,1881
043038,1357
043039,1037
043040,229
043041,6417
043042,12470
043043,15993
043044,21134
043045,840
043046,3226
043047,12256
043048,1353
043049,3120
043050,436
043051,916
043052,1050
043053,18858
043054,9204
043055,2517
043056,390
043057,1032
043058,974
044001,2635
044002,3701
044005,1722
044006,1059
044007,47555
044010,1005
044011,8535
044012,2682
044013,2305
044014,3661
044015,3020
044016,900
044017,5408
044020,9082
044021,1228
044023,16124
044027,2296
044029,1643
044031,4563
044032,1981
044034,506
044036,2001
044038,463
044044,558
044045,12881
044054,4893
044056,171
044063,4142
044064,1960
044065,843
044066,47533
044071,7336
044073,1971
045001,10957
045002,1788
045003,62146
045004,994
045005,690
045006,2243
045007,7478
045008,4750
045009,4870
045010,68514
045011,10315
045012,2333
045013,2144
045014,7099
045015,1934
045016,4675
045017,1004
046001,15731
046002,5865
046003,9772
046004,6903
046005,32113
046006,2106
046007,46774
046008,533
046009,5826
046010,1755
046011,5190
046013,7113
046014,571
046015,3618
046017,90055
046018,22257
046019,1918
046020,1038
046021,4372
046022,3371
046023,2225
046024,23542
046025,2470
046026,8911
046027,1384
046028,12771
046030,2996
046031,877
046033,61989
046034,1540
046035,1268
046036,799
046037,1025
047002,18207
047003,8900
047005,7436
047006,6317
047007,3155
047008,7875
047009,21062
047010,10794
047011,20995
047012,19574
047013,9233
047014,90677
047016,8852
047017,26727
047018,1535
047020,11689
047021,5634
047022,4507
047023,2033
047024,7857
048001,25600
048002,11003
048004,18240
048005,18111
048006,47343
048008,7871
048010,17577
048011,10885
048012,15868
048013,5522
048014,48834
048015,14002
048017,372038
048018,4517
048019,23059
048020,4790
048021,13643
048022,14610
048024,19982
048025,1865
048026,3014
048027,3555
048028,14341
048030,13432
048031,1127
048032,7690
048033,20601
048035,16625
048036,8594
048037,7266
048038,16878
048039,1094
048041,50786
048043,49158
048044,19018
048046,5231
048049,8150
048050,14691
048052,23434
048053,12206
048054,12047
049001,3239
049002,12789
049003,4817
049004,4103
049005,392
049006,8954
049007,28149
049008,16597
049009,157024
049010,2127
049011,1952
049012,33348
049013,3708
049014,12012
049017,30672
049018,6687
049019,465
049020,3044
049021,3430
050001,8538
050002,5598
050003,6322
050004,12745
050005,6399
050006,1073
050008,45448
050009,13464
050010,1924
050011,2166
050012,1330
050014,3629
050015,1216
050016,1303
050019,1660
050020,2133
050021,767
050022,11193
050023,614
050024,4565
050025,4740
050026,91393
050027,5602
050028,15614
050029,29647
050030,1601
050031,31232
050032,27997
050033,14596
050034,1619
050035,13322
050036,4498
050037,12034
050038,8647
050039,9980
050040,12287
050041,5414
051001,5470
051002,99258
051003,1030
051004,12013
051005,10001
051006,5340
051007,1399
051008,3025
051010,2603
051011,2125
051012,13183
051013,9538
051014,907
051015,1931
051016,8932
051017,21795
051018,9465
051020,5860
051021,3472
051022,3414
051023,532
051024,1718
051025,8726
051026,24409
051027,868
051030,3060
051031,6094
051033,16847
051034,15731
051035,1256
051037,6394
051038,999
051039,12259
051040,9936
051041,5580
051042,6596
052001,6241
052002,7038
052003,3087
052004,3803
052005,2807
052006,9058
052007,2260
052008,2563
052009,7025
052010,1845
052011,8314
052012,21833
052013,2635
052015,13691
052016,10047
052017,9067
052018,1525
052019,2393
052020,4064
052021,2058
052022,28959
052023,1518
052024,1073
052025,914
052026,5332
052027,1575
052028,7717
052030,2639
052031,4625
052032,53922
052033,12455
052034,10013
052035,7153
052036,1219
052037,5770
053001,4283
053002,2365
053003,3994
053004,4827
053005,1397
053006,7206
053007,2457
053008,3109
053009,20906
053010,8481
053011,82378
053012,1403
053013,3403
053014,7228
053015,8297
053016,12372
053017,1163
053018,14683
053019,3732
053020,951
053021,8892
053022,2535
053023,4348
053024,3904
053025,990
053026,3180
053027,1298
053028,1003
054001,28391
054002,21714
054003,4322
054004,4919
054005,2392
054006,4305
054007,3068
054008,3156
054009,15382
054010,1012
054011,3463
054012,7689
054013,39192
054014,3388
054015,21469
054016,1143
054017,9587
054018,56939
054019,2738
054020,1840
054021,3813
054022,5827
054023,14730
054024,31324
054025,600
054026,14806
054027,18503
054028,3697
054029,1504
054030,5505
054031,580
054032,1144
054033,1614
054034,5647
054035,4764
054036,968
054037,5509
054038,5679
054039,166969
054040,3531
054041,2049
054042,96
054043,714
054044,11104
054045,546
054046,1347
054047,464
054048,1032
054049,2321
054050,8464
054051,37767
054052,16296
054053,6655
054054,8349
054055,3810
054056,16598
054057,3286
054058,357
054059,1325
055001,4611
055002,1722
055003,1428
055004,11852
055005,2703
055006,2012
055007,2683
055008,1765
055009,2099
055010,2825
055011,2733
055012,1839
055013,1622
055014,1874
055015,1774
055016,1433
055017,4936
055018,1597
055019,1298
055020,1157
055021,1380
055022,18887
055023,20290
055024,1807
055025,489
055026,1076
055027,223
055028,1910
055029,4911
055030,2197
055031,4766
055032,110530
055033,2453
056001,5397
056002,837
056003,3556
056004,1030
056005,4729
056006,1283
056007,3127
056008,3865
056009,1743
056010,907
056011,3032
056012,5236
056013,1690
056014,6604
056015,5319
056016,1937
056017,2557
056018,2305
056019,1308
056020,1110
056021,15991
056022,1551
056023,3672
056024,8258
056025,2089
056026,1436
056027,2728
056028,1294
056029,2218
056030,2531
056031,2235
056032,798
056033,896
056034,3362
056035,8957
056036,13187
056037,1940
056038,4782
056039,9507
056040,977
056041,3834
056042,9449
056043,1972
056044,539
056045,8603
056046,1264
056047,2072
056048,8106
056049,6591
056050,16410
056051,306
056052,8457
056053,2811
056054,2516
056055,3970
056056,2220
056057,13930
056058,4433
056059,67384
056060,5294
057001,585
057002,2381
057003,2438
057004,216
057005,639
057006,603
057007,4374
057008,947
057009,2576
057010,1652
057011,717
057012,1213
057013,270
057014,1052
057015,1203
057016,6599
057017,426
057018,398
057019,358
057020,140
057021,1519
057022,478
057023,273
057024,568
057025,3886
057026,530
057027,13956
057028,1259
057029,3196
057030,723
057031,1551
057032,363
057033,2218
057034,555
057035,3634
057036,69
057037,118
057038,483
057039,387
057040,869
057041,1201
057042,279
057043,658
057044,4160
057045,352
057046,201
057047,398
057048,157
057049,1976
057050,1097
057051,1973
057052,1268
057053,6319
057054,2811
057055,2537
057056,517
057057,611
057058,314
057059,46750
057060,1187
057061,543
057062,779
057063,518
057064,3125
057065,1081
057066,2317
057067,1413
057068,1063
057069,1348
057070,1223
057071,234
057072,228
057073,172
058001,1463
058002,1738
058003,40879
058004,3914
058005,19499
058006,848
058007,57951
058008,1286
058009,18618
058010,1454
058011,14033
058012,2800
058013,18897
058014,420
058015,11480
058016,4198
058017,350
058018,10958
058019,322
058020,4278
058021,678
058022,8869
058023,7263
058024,8711
058025,853
058026,10984
058027,1081
058028,450
058029,38249
058030,1278
058031,586
058032,52806
058033,2063
058034,21264
058035,4292
058036,15991
058037,434
058038,13505
058039,22886
058040,6468
058041,1922
058042,5805
058043,23755
058044,1206
058045,702
058046,20676
058047,90457
058048,349
058049,6498
058050,13253
058051,896
058052,1503
058053,911
058054,7814
058055,782
058056,7180
058057,45922
058058,3107
058059,23306
058060,12127
058061,1242
058062,2119
058063,5212
058064,8666
058065,41958
058066,2034
058067,2524
058068,8669
058069,1355
058070,1930
058071,1921
058072,50153
058073,6654
058074,22451
058075,13056
058076,215
058077,736
058078,2321
058079,64417
058080,1143
058081,10599
058082,10399
058083,742
058084,188
058085,354
058086,17341
058087,258
058088,12258
058089,949
058090,674
058091,2837332
058092,1315
058093,7758
058094,874
058095,1490
058096,2825
058097,18947
058098,4983
058099,3650
058100,3265
058101,172
058102,9192
058103,8800
058104,56750
058105,4923
058106,1070
058107,5885
058108,258
058109,287
058110,16126
058111,53527
058112,3802
058113,163
058114,18371
058115,13503
058116,41798
058117,50953
058118,39118
058119,16092
058120,81718
058122,33521
059001,74961
059002,1477
059003,597
059004,4325
059005,37133
059006,10740
059007,39643
059008,38026
059009,20208
059010,10672
059011,129133
059012,4161
059013,3060
059014,20290
059015,6304
059016,3823
059017,14894
059018,3396
059019,14085
059020,1198
059021,4335
059022,1115
059023,1119
059024,20130
059025,10305
059026,6866
059027,10052
059028,24788
059029,7503
059030,3236
059031,2914
059032,45418
059033,748
060001,274
060002,1882
060003,28435
060004,2586
060005,4288
060006,21152
060007,5163
060008,5597
060009,2287
060010,7014
060011,4264
060012,2560
060013,700
060014,8598
060015,2747
060016,1660
060017,531
060018,2581
060019,36283
060020,3332
060021,870
060022,3911
060023,4640
060024,23102
060025,8756
060026,8107
060027,1868
060028,921
060029,662
060030,1578
060031,3841
060032,543
060033,20864
060034,510
060035,10603
060036,2813
060037,1293
060038,45624
060039,2048
060040,1249
060041,2412
060042,1538
060043,11187
060044,12480
060045,3243
060046,8146
060047,1337
060048,3125
060049,1492
060050,1146
060051,2774
060052,6464
060053,4530
060054,2504
060055,4059
060056,12754
060057,1092
060058,5223
060059,937
060060,7326
060061,315
060062,1985
060063,3092
060064,3221
060065,931
060066,1393
060067,1872
060068,5921
060069,1277
060070,2549
060071,3015
060072,720
060073,2513
060074,25770
060075,2371
060076,4828
060077,329
